Reference Number,Procuring Entity,Title,Area of Delivery,Solicitation Number,Trade Agreement,Procurement Mode,Classification,Category,Approved Budget for the Contract,Contract Duration,Client Agency,Contact Person,Status,Associated Components,Bid Supplements,Document Request List,Date Published,Last Updated / Time,Closing Date / Time,Description,Other Information,Created by,Date Created
7023927,TECHNICAL EDUCATION & SKILLS DEVELOPMENT AUTHORITY - NCR,Supply and Delivery of Printer Inks,Metro Manila,2020-02-0127,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Office Supplies and Devices,"30,000.00",7 Day/s,,Jeffrey Celis Magadan,Active,Order,0,5,03/06/2020,03/06/2020 12:00 AM,08/06/2020 10:00 AM," Canon PG Fine Cartridge 746 (Color, XL)
40 cart
Canon PG Fine Cartridge 745 (Black, XL)
40 cart
HP 955 Black
18 cart
HP 955 Cyan
18 cart
HP 955 Magenta
18 cart
HP 955 Yellow
18 cart
64A HP Laser Jet Print Cartridge CC364A
40 cart",,Jeffrey Celis Magadan,02/06/2020
7023986,"CITY OF SURIGAO, SURIGAO DEL NORTE","For use in City Auditor's Office, Surigao City",Surigao Del Norte,pgeps0231-2020,Implementing Rules and Regulations,Shopping,Goods,Information Technology Parts & Accessories & Perip,"70,000.00",25 Day/s,,JERRY R CENTRO,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,09/06/2020 3:00 PM," 1  set  Desktop Computer - Intel Core i5-8400, 4GB Memory,				
1 TB Hard Disk, DVD, 21.5"" Monitor, UPS 650 VA, AVR,				
Keyboard, Mouse and Mouse Pad, OS: Windows 10 Pro,				
64 Bit Licensed MS Office 2016 Home & Business		
x-x-x-x-x",,JERRY R CENTRO,02/06/2020
7024028,"CITY OF BAYUGAN, AGUSAN DEL SUR",supply and delivery of Spare Parts with labor for the repair and maintenance of Patrol Car,Agusan Del Sur,0602-001,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Vehicle Repair and Maintenance,"70,400.00",30 Day/s,,Grace G Asis,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,08/06/2020 8:30 AM, supply and delivery of Spare Parts with labor for the repair and maintenance of Patrol Car,,Grace G Asis,02/06/2020
7024024,"MUNICIPALITY OF PIKIT, NORTH COTABATO",PIKCOT-002020-009 (IMPROVEMENT OF VARIOUS BARANGAY ROADS),Cotabato,PIKCOT-002020-009,Implementing Rules and Regulations,Public Bidding,Civil Works,Construction Projects,"6,824,870.09",120 Day/s,,Engr. Nashra Dalandangan Misquinan,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,23/06/2020 8:50 AM, SEE ATTACHED DOCUMENT, BIDDERS MUST DOWNLOAD THE ATTACHED DOCUMENT IN THE ASSOCIATED COMPONENT,Engr. Nashra Dalandangan Misquinan,02/06/2020
7024027,"CITY OF SURIGAO, SURIGAO DEL NORTE","For CHO Main and Dental use, City Health Office, Surigao City",Surigao Del Norte,pgeps0234-2020,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Medical Supplies and Laboratory Instrument,"295,322.00",20 Day/s,,JERRY R CENTRO,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,09/06/2020 3:00 PM," 1	10	bots	Mouthwash 1% Povidone Iodine 60ml				
2	5	pcs	Toothpaste (Original Flavor) 150ml				
3	5	bxs	Dental Anesthesia (Lidocaine + Epinephrine) Hizon				
4	10	rolls	Cotton 400 grams				
5	2	bots	IRM (Temporary filling material)				
6	80	doz	Kiddie Toot",,JERRY R CENTRO,02/06/2020
7023886,"MUNICIPALITY OF LA TRINIDAD, BENGUET",CONSTRUCTION OF FMR AT SITIO KAGISKIS (Chan Binay-an to Andiso Area),Benguet,POW - 8751 - 2020 - BNG - 01,Implementing Rules and Regulations,Public Bidding,Civil Works,Construction Projects,"499,422.30",24 Day/s,,Edward Miguel Juanito,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,17/06/2020 11:30 AM," INVITATION TO BID
The Municipal Government of La Trinidad through the Bids and Awards Committee (BAC) invites contractors to bid for the hereunder project:
Contract Reference No.: POW - 8751 - 2020 - BNG - 01
Name of Project: Construction of FMR at Sitio ",,Edward Miguel Juanito,02/06/2020
7024023,BUREAU OF FISHERIES AND AQUATIC RESOURCES - REGION VIII,20-01-0071 supplies for fishery law enforcement activities,Leyte,20-01-0071,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Navigation Equipment,"141,750.00",15 Day/s,,KARLEEN R. DESTURA,Active,Order,0,1,03/06/2020,03/06/2020 12:00 AM,08/06/2020 9:00 AM," Please quote your lowest price inclusive of VAT on the items listed below, subject to the Terms and Conditions of this RFQ, and submit your quotation duly signed by your representative not later than June 8, 2020 at Bids and Awards Committee of BFAR 8, 3r",,KARLEEN R. DESTURA,02/06/2020
7024019,DEPARTMENT OF ENERGY - MAIN,INVITATION TO BID FOR THE Procurement of DOEs Tertiary Internet Access Services,Metro Manila,PB-06232020-D,Implementing Rules and Regulations,Public Bidding,Goods,Internet Services,"1,300,000.00",30 Day/s,,Antonio Mendoza Bautista,Active,Order,0,1,03/06/2020,03/06/2020 12:00 AM,23/06/2020 9:00 AM, Please download the attached file (Associated Components) for the Bid Document., Schedule of Bidding Activities: ,Antonio Mendoza Bautista,02/06/2020
7024021,"MUNICIPALITY OF BANAYOYO, ILOCOS SUR",Rehabilitation of Multi-Purpose Building-Guardia,Ilocos Sur,"LGU-Banayoyo,ISur-2020-05-038",Implementing Rules and Regulations,Public Bidding,Civil Works,Construction Projects,"595,657.93",35 Day/s,,Engr. Roberto M Digay,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,23/06/2020 2:00 PM," 0.17 month Construction Safety and Health Program
1 lot removal of structures and obstructions
9 cu.m. structural excavation
11.85 cu.m. concrete class A
247363 kgs reinforcing steel
1 ls formworks and falseworks
9.96 sq.m. doors and windows
58.32 sq.m. m",,Engr. Roberto M Digay,02/06/2020
7024017,DEPARTMENT OF PUBLIC WORKS AND HIGHWAYS - ISABELA 2ND DEO,"20CSBF0001: Soil Testing/Exploration for the Construction of Flood Control @ Aurora; Luna; Quirino; Roxas; Burgos, Isabela",Isabela,20CSBF0001,Implementing Rules and Regulations,Selection based on Consultants Qualification,Consulting Services,Consulting Services,"756,000.00",30 Day/s,,Danilo Ragudo Rafanan,Active,Order,0,1,03/06/2020,03/06/2020 12:00 AM,29/06/2020 10:00 AM, Please refer to the attached document.,,Danilo Ragudo Rafanan,02/06/2020
7024015,"CITY OF SURIGAO, SURIGAO DEL NORTE","For use in the Repair of Working Bay (beside CEO Bodega) at Parrucho Street, Brgy. Washington, S.C.",Surigao Del Norte,pgeps0228-2020,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Construction Materials and Supplies,"287,378.00",20 Day/s,,JERRY R CENTRO,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,09/06/2020 3:00 PM," 1	212	bags	Portland Cement				
2	30	pcs	Ordinary Plywood (1/4)				
3	200	pcs	2x2x12 Coco Lumber				
4	20	kgs	C.W. Nails # 4				
5	10	kgs	C.W. Nails # 1				
6	24	kgs	Tie Wire # 16				
7	130	pcs	16mm dia x 6m Def.Bar				
8	255	pcs	10mm dia x 6m def.bar				
",,JERRY R CENTRO,02/06/2020
7024013,FAMADOR ELEMENTARY SCHOOL,Procurement of various School and Office supplies,Bukidnon,RFQ No. 2020-06-02,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Office Supplies and Devices,"45,000.00",7 Day/s,,Lady Dawn Gallego Salise,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,08/06/2020 5:00 PM," Please quote your price(s) for the article(s) as specified in the list below for the Schools Division of Bukidnon which are available					
in your store/establishment/company.  If available, please furnish catalogue, descriptive brochures or literature ab",,Lady Dawn Gallego Salise,02/06/2020
7024012,BARANGAY SAN RAMON - BULA CAMARINES SUR,Improvement of Barangay Office Building I - Phase II,Camarines Sur,ITB01-GOODS-SUPPLIES-LABOR-2020,Implementing Rules and Regulations,Public Bidding,Civil Works,Construction Projects,"100,000.00",30 Day/s,,Rolando  Secillano,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,10/06/2020 1:00 PM," INVITATION TO APPLY FOR ELIGIBILITY AND TO BID
The Barangay Council of San Ramon, Bula, Camarines Sur, through its Bids and Awards Committee (BAC), invites suppliers/ contractors to apply for eligibility and to bid for the hereunder projects:
Name of Proj",,Rolando  Secillano,02/06/2020
7024009,"CITY OF SURIGAO, SURIGAO DEL NORTE","For use in the City COMELEC Office, Surigao City",Surigao Del Norte,pgeps0229-2020,Implementing Rules and Regulations,Shopping,Goods,Office Supplies and Devices,"52,105.00",20 Day/s,,JERRY R CENTRO,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,09/06/2020 3:00 PM," 1	1	unit	Wooden Cabinet w/ Lock (H=44 W=60 D=40)				
2	1	unit	Office Table 1.1 (1 center drawer & 3 side drawer)				
3	1	unit	Office Table, 1 center drawer 6 side drawer Mahogany type 1.4				
4	2	units	Visitors Chair w/ Chrome Base # 003				
5	1	unit	Exec",,JERRY R CENTRO,02/06/2020
7024031,"CITY OF BAYUGAN, AGUSAN DEL SUR",Supply and Delivery of various electrical materials for Building Maintenance,Agusan Del Sur,0602-002,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Electrical Supplies,"80,217.50",30 Day/s,,Grace G Asis,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,08/06/2020 8:30 AM, Supply and Delivery of various electrical materials for Building Maintenance,,Grace G Asis,02/06/2020
7024008,DEPARTMENT OF EDUCATION - SCHOOLS DIVISION OF BACOOR CITY,Purchase of Flash Drive,Cavite,2020-05-026,Implementing Rules and Regulations,Shopping,Goods,Educational Materials and Supplies,"20,000.00",3 Day/s,,Annalyn Bueza Nicol,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,04/06/2020 1:00 AM, see attached documents,,Annalyn Bueza Nicol,02/06/2020
7024042,"CITY OF BAYUGAN, AGUSAN DEL SUR",supply and delivery of various supplies and materials for COVID-19 operation,Agusan Del Sur,0602-005,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Medical Supplies and Laboratory Instrument,"63,962.87",30 Day/s,,Grace G Asis,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,08/06/2020 8:30 AM, supply and delivery of various supplies and materials for COVID-19 operation,,Grace G Asis,02/06/2020
7024011,DEPARTMENT OF ENERGY - MAIN,INVITATION TO BID FOR THE Procurement of DOEs Fixed Wireless Connections,Metro Manila,PB-06232020-C,Implementing Rules and Regulations,Public Bidding,Goods,Internet Services,"2,500,000.00",30 Day/s,,Antonio Mendoza Bautista,Active,Order,0,1,03/06/2020,03/06/2020 12:00 AM,23/06/2020 9:00 AM, Please download the attached file (Associated Components) for the Bid Document., Schedule of Bidding Activities: ,Antonio Mendoza Bautista,02/06/2020
7024053,"CITY OF SURIGAO, SURIGAO DEL NORTE","For use in the replacement of worn-out parts of various garbage equipment utilized in the collection of garbage, S.C.",Surigao Del Norte,pgeps0232-2020,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Vehicle Parts and Accessories,"217,370.00",25 Day/s,,JERRY R CENTRO,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,09/06/2020 3:00 PM," 1	1	pc	Cross Bearing GUM 94 6D15			   Plate No. SHZ 849	
2	4	pcs	Bolt w/nut lock washer (APS)			   Isuzu 6HH1	
3	3	pcs	Oil Filter (Plate No. BN078 # 8,BN078 #9, BN078 #15				
4	1	pc	Clutch Disc Bonding (Plate No. BN078 #9				
5	16	pcs	Rubber Cup WC-31018	",,JERRY R CENTRO,02/06/2020
7024010,INTEGRATED SCHOOL OF LAWA - CALAMBA CITY LAGUNA,Office Supplies and Consumables,Laguna,2020-06-01,Others,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Office Equipment Supplies and Consumables,"15,000.00",7 Day/s,,Janine Faz Famadico,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,10/06/2020 1:00 AM, Office Supplies and Consumables,,Janine Faz Famadico,02/06/2020
7024049,"CITY OF BAYUGAN, AGUSAN DEL SUR",supply and delivery of Spare Parts with labor for the repair and maintenance of Garbage Trucks,Agusan Del Sur,0602-006,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Vehicle Repair and Maintenance,"96,500.00",30 Day/s,,Grace G Asis,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,08/06/2020 8:30 AM, supply and delivery of Spare Parts with labor for the repair and maintenance of Garbage Trucks,,Grace G Asis,02/06/2020
7024052,NATIONAL IRRIGATION ADMINISTRATION - IMO AGUSAN DEL SUR,Supply and Delivery of Construction Materials at Andanan RIS,Agusan Del Sur,PR-2020-5-065,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Construction Materials and Supplies,"61,901.28",0 Day/s,,FRANCIS E MAURICIO,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,08/06/2020 9:00 AM," REQUEST FOR QUOTATION
Date: ____________
Name of Dealer: ____________
Address: ____________
GENTLEMEN:
Please quote your lowest price and indicate shortest delivery date of articles herein below enumerated and return the same in SEALED ENVELOPE together w",,FRANCIS E MAURICIO,02/06/2020
7024051,"BARANGAY PINYA, LABO, CAMARINES NORTE",purchase of office SUPPLIES,Camarines Norte,DALAS 2020,ADB Procurement Guidelines,Shopping - Ordinary/Regular Office Supplies & Equipment (Sec. 52.1.b),Goods,Office Equipment Supplies and Consumables,"35,000.00",10 Day/s,,Blessilda May S.  Angeles,Active,Order,0,1,03/06/2020,03/06/2020 12:00 AM,10/06/2020 8:00 AM, BARANGAY DALAS WOULD LIKE TO BUY A COMPLETE PACKAGE OF OFFICE SUPPLIES FOR THEIR OFFICE,,Blessilda May S.  Angeles,02/06/2020
7024045,"CITY OF SURIGAO, SURIGAO DEL NORTE",For use in Replacement of Worn out parts of  Foton Plate # 152003 and Adventure Plate # SHK -107.,Surigao Del Norte,pgeps0230-2020,Implementing Rules and Regulations,Shopping,Goods,Vehicle Parts and Accessories,"63,900.00",20 Day/s,,JERRY R CENTRO,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,09/06/2020 3:00 PM," 1	4	pcs	Tire 700-16 myler w/ tube & flap - Plate # 152003				
2	2	pcs	Tire 185 R14 ply - Plate # SHK-107				
3	1	pc	Battery 12V 11 plates - Plate # SHK - 107				
4	2	pcs	Battery 12 V 17 plates - Plate 152003				
5	2	pcs	Wiper 18"" - Plate # 152003				
x-x-",,JERRY R CENTRO,02/06/2020
7024030,"MUNICIPALITY OF LOOC, OCCIDENTAL MINDORO",Construction of One Classroom in Brgy. Tabao-Ambil,Occidental Mindoro,PB 06-01-2020,Implementing Rules and Regulations,Public Bidding,Civil Works,Construction Projects,"1,150,000.00",60 Day/s,,Herbert Bodoso,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,24/06/2020 1:00 PM," Municipality of Looc
Invitation to Bid for Construction of One Classroom in Brgy. Tabao-Ambil
1.	The Municipality of Looc, through the CCO intends to apply the sum of Php 1,150,000.00 being the Approved Budget for the Contract (ABC) to payments under the ",,Herbert Bodoso,02/06/2020
7024043,DEPARTMENT OF PUBLIC WORKS AND HIGHWAYS - ILOILO 2ND DISTRIC,"20GG0176 - CONCRETING OF BRGY. DALID TO BRGY. SIMSIMAN, BRGY. GAMMA GRANDE TO BRGY. JAMIN-AY ROAD, CALINOG, ILOILO",Iloilo,20GG0176,Implementing Rules and Regulations,Public Bidding,Civil Works,Construction Projects,"14,505,752.97",92 Day/s,,MA. BELEN POLIDO ACUESTA,Active,Order,0,1,03/06/2020,03/06/2020 12:00 AM,22/06/2020 10:00 AM," INVITATION TO BID
The Department of Public Works and Highways, Iloilo 2nd District Engineering Office through its Bids and Awards Committee (BAC), invites contractors to submit bids for the following Contracts:
Procurement ID/Contract ID No.:   20GG0175
C", https://drive.google.com/file/d/1n-kSkToFYU4f7620bUtyA5Oq0n7vSQgn/view?usp=sharing,MA. BELEN POLIDO ACUESTA,02/06/2020
7024018,BUREAU OF FISHERIES AND AQUATIC RESOURCES - REGION VIII,"20-05-0575 Labor and Materials for the Repair/Rehabilitation of RFAPC 3-Units Concrete pond net cover at RFAPC, Babatngon, Leyte",Leyte,20-05-0575,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Civil Works,Construction Projects,"353,652.00",55 Day/s,,KARLEEN R. DESTURA,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,08/06/2020 9:00 AM," Please quote your lowest price inclusive of VAT on the labor and materials listed below, subject to the Terms and Conditions of this RFQ, and submit your quotation duly signed by your representative not later than June 8, 2020 at Bids and Awards Committee",,KARLEEN R. DESTURA,02/06/2020
7024048,"BARANGAY PINYA, LABO, CAMARINES NORTE",purchase of COMPUTER DESKTOP SET,Camarines Norte,DALAS 2020,ADB Procurement Guidelines,Shopping,Goods,Office Equipment,"30,000.00",10 Day/s,,Blessilda May S.  Angeles,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,10/06/2020 8:00 AM, BARANGAY DALAS WOULD LIKE TO PURCHASE COMPUTER DESKTOP SET FOR THEIR OFFICE,,Blessilda May S.  Angeles,02/06/2020
7024038,STO. NIÑO NATIONAL HIGH SCHOOL,Construction Materials & Supplies,Davao Del Sur,2020-03-1,Implementing Rules and Regulations,Shopping,Goods,Construction Materials and Supplies,"61,000.00",3 Day/s,,EDGARDO  DELAN NOVELA,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,05/06/2020 1:00 AM," 850 pcs Concrete Hollow Blocks
17 cubic Coarse Sand
3 cubic Fine Sand
90 bags Cement
65 L Deformed bar #9
65 L Deformed bar #12
10 kilos Tie wire #16
4 sheets Plywood, 5mm
2 kilos Nail #3
2 kilos Nail #2
1 kilo Nail #1
2 liters Paint, enamel, E. green (ma",,EDGARDO  DELAN NOVELA,02/06/2020
7024044,"MUNICIPALITY OF CAIBIRAN, BILIRAN",Acquisition of Food Supplies,Biliran,2020 Caib 083,Implementing Rules and Regulations,Public Bidding,Goods,Food Stuff,"900,000.00",15 Day/s,,"Teofilo, Jr. Rostata Gervacio",Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,11/06/2020 11:00 AM," INVITATION TO APPLY FOR ELIGIBILITY AND TO BID
THE MUNICIPALITY OF CAIBIRAN, BILIRAN IS INVITING ALL INTERESTED BIDDERS ON ITS FORTHCOMING PUBLIC BIDDING FOR:
Project Title 	: Acquisition of Foods Supplies
Location	: MDRRMO, LGU - Caibiran, Biliran 
Deliv"," You may see the MDRRMO, Municipality of Caibiran","Teofilo, Jr. Rostata Gervacio",02/06/2020
7024037,"CITY OF SURIGAO, SURIGAO DEL NORTE","Use for BROD-Barangay Resilience on Disaster & Brgy. Responder Training, Surigao City.",Surigao Del Norte,pgeps0233-2020,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Catering Services,"379,500.00",20 Day/s,,JERRY R CENTRO,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,09/06/2020 3:00 PM," Day 1 - Day 7 - Day 13 - Day 19 - Day 25				
1	55	pax	AM Snacks:Hotdog Bread, Bottled Water 350ml				
2	55	pax	Lunch : Sweet & Sour Fish, Buttered Chicken, Chopsuey, Rice,				
			Bottled water 350ml				
			Date: March 20-26 to April 1-6-12, 2020				
			Ve",,JERRY R CENTRO,02/06/2020
7024040,"MUNICIPALITY OF LAWAAN, EASTERN SAMAR",Request for Quotation for  Rapid Test Kit,Eastern Samar,24-2020,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Laboratory Supplies and Equipment,"80,000.00",7 Day/s,,Rex Aquiatan Agustin,Active,Order,0,3,03/06/2020,03/06/2020 12:00 AM,15/06/2020 5:00 PM," REPUBLIC OF THE PHILIPPINES
PROVINCE OF EASTERN SAMAR
MUNICIPALITY OF LAWAAN
REQUEST FOR QUOTATION
PR No.: RFQ No.:
PR Date: PhilGEPS Reference No. :
End-User : Closing Date:
ABC:80,000.00 Time:
Sir/Madam:
Please quote your lowest price on the items/s lis",,Bazil Nacman Cabria,02/06/2020
7024035,"CITY OF BAYUGAN, AGUSAN DEL SUR",Supply and Delivery of IT Equipment for  City Planning Office,Agusan Del Sur,0602-003,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Office Equipment,"267,980.00",30 Day/s,,Grace G Asis,Active,Order,0,2,03/06/2020,03/06/2020 12:00 AM,08/06/2020 8:30 AM, Supply and Delivery of IT Equipment for City Planning Office,,Grace G Asis,02/06/2020
