Reference Number,Procuring Entity,Title,Area of Delivery,Solicitation Number,Trade Agreement,Procurement Mode,Classification,Category,Approved Budget for the Contract,Contract Duration,Client Agency,Contact Person,Status,Associated Components,Bid Supplements,Document Request List,Date Published,Last Updated / Time,Closing Date / Time,Description,Other Information,Created by,Date Created
7021242,BUREAU OF PLANT INDUSTRY - NCR,PROCUREMENT FOR THE SUPPLY AND DELIVERY OF CHEMICAL AND FILTERING SUPPLIES FOR USE OF NATIONAL PLANT QUARANTINE SERVICES DIVISION (NPQSD),,ITB PR No.: 0774-20BAC,Implementing Rules and Regulations,Public Bidding,Goods,Laboratory Supplies and Equipment,"2,735,000.00",60 Day/s,,Mila Rodrin Creencia 2,Active,Order,0,12,02/06/2020,02/06/2020 12:00 AM,23/07/2020 3:00 PM," Republic of the Philippines
Department of Agriculture
BUREAU OF PLANT INDUSTRY
692 San Andres Street Malate, Manila, Philippines
E-mail Address: bpibac@yahoo.com
Tel. No.: (02) 8526-7859, (02) 8691-0736 | Website: bpi.da.gov.ph
SOLICITATION NO.: ITB PR NO",,Mila Rodrin Creencia 2,01/06/2020
7021226,LAND BANK OF THE PHILIPPINES - OAH IV-B,One (1) lot Labor and Materials for the Replacement of Injection Pump of the Armored Vehicle of Landbank UP Los Banos Branch,Laguna,2020-06-009,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods - General Support Services,Vehicle Repair and Maintenance,"45,000.00",30 Day/s,,ANNA MARIE L. MUNDIN,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,05/06/2020 5:00 PM," I. Price Quotation Form (Please see attached file @ Associated Components).
II. Payment upon 100% completion of project.
III. A penalty of one-tenth of one percent (0.001) of the total value of the product(s)/goods purchased shall be deducted for each day"," Please send your Quotations thru sealed bid addressed to the Regional Bids and Awards Committee Area IV-B c/o RBAC Secretariat, Landbank San Pablo Branch (2nd floor), Colago Avenue Brgy. I-A San Pablo City, Laguna",ANNA MARIE L. MUNDIN,01/06/2020
7021225,"MUNICIPALITY OF RODRIGUEZ, RIZAL","Supply & Delivery of Personal Protective Equipment for MDRRMO, Rodriguez, Rizal",Rizal,GOODS-2020-034,Implementing Rules and Regulations,Public Bidding,Goods,Safety and Occupational Products,"869,500.00",15 Day/s,,Alexander M. Almario,Active,Order,0,2,02/06/2020,02/06/2020 12:00 AM,15/06/2020 12:00 PM," TActical Pants
TActical Suits
Reflectorized Stickers
SAfety Shoes",,Alexander M. Almario,01/06/2020
7021248,"MUNICIPALITY  OF SAN JOSE, NEGROS ORIENTAL",Purchase of Water Dispenser,Negros Oriental,SJ-20-153,Implementing Rules and Regulations,Shopping,Goods,Fixtures,"12,190.00",7 Day/s,,Noel A Tubac,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,09/06/2020 10:00 AM," Item No.	Unit	DESCRIPTION				Qty
						
1	Unit	Water Dispenser Hot and Cold				2",,Noel A Tubac,01/06/2020
7021224,METRO VIGAN WATER DISTRICT,Supply and Delivery of UPVC Pipes,Ilocos Sur,2020-16,Implementing Rules and Regulations,Shopping - Ordinary/Regular Office Supplies & Equipment (Sec. 52.1.b),Goods,Transmission and Distribution Lines,"650,000.00",15 Day/s,,Christian Quitoriano Doria,Active,Order,0,3,02/06/2020,02/06/2020 12:00 AM,05/06/2020 5:00 PM," 1	Upvc Pipe 4""x 6.0 meters Class 150	 250.00 	pc.",,Christian Quitoriano Doria,01/06/2020
7021221,"MUNICIPALITY OF LIAN, BATANGAS",Stainless Plate,Batangas,Stainless Plate,Implementing Rules and Regulations,Shopping,Goods,Arts and Crafts Accessories and Supplies,"60,000.00",0 Day/s,,Christian Garganza Ortega,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,05/06/2020 1:00 AM, Installation of Memorabilia,,Christian Garganza Ortega,01/06/2020
7021247,DEPARTMENT OF PUBLIC WORKS AND HIGHWAYS - PANGASINAN IV DEO,RFQ-20-06-020,Pangasinan,RFQ-20-06-020,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Construction Materials and Supplies,"263,350.00",12 Day/s,,Consuelo Javier Cruz,Active,Order,0,1,02/06/2020,02/06/2020 12:00 AM,23/06/2020 10:00 AM," Republic of the Philippines							
DEPARTMENT OF PUBLIC WORKS AND HIGHWAYS							
PANGASINAN IV							
DISTRICT ENGINEERING OFFICE							
REGIONAL OFFICE I							
Tuliao, Sta. Barbara, Pangasinan							
Name of Procuring Entity: PANGASINAN IV DISTRICT ENG",,Consuelo Javier Cruz,01/06/2020
7021220,NATIONAL POWER CORPORATION - MINDANAO GENERATION,MG-TSE20-014,Lanao Del Norte,MG-TSE20-014,Implementing Rules and Regulations,Shopping,Goods,Laboratory Supplies and Equipment,"60,000.00",30 Day/s,,"Angel, Jr. S. Ramos",Active,Order,0,3,02/06/2020,02/06/2020 12:00 AM,11/06/2020 9:30 AM, BOTTLE SAMPLING + 1 other item,,"Angel, Jr. S. Ramos",01/06/2020
7021219,ENRIQUETA MONTILLA ESTEBAN MEMORIAL HIGH SCHOOL - PULUPANDAN,Construction of Handwashing forTeachers,Negros Occidental,302624,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Construction Materials and Supplies,"20,402.00",7 Day/s,,MA VENICE JUNE RANESES BARGASO,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,05/06/2020 1:00 AM, In front of Admin. Building,,MA VENICE JUNE RANESES BARGASO,01/06/2020
7021205,"CITY OF KABANKALAN, NEGROS OCCIDENTAL",Purchase of various veterinary supplies for Barangay Ambulatory Clinic use,Negros Occidental,BAC-2020-547,Implementing Rules and Regulations,Negotiated Procurement - Two Failed Biddings (Sec. 53.1),Goods,Veterinary Products and Supplies,"366,700.00",0 Day/s,,Louie O Canlas,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,05/06/2020 5:00 PM, Order/Download and fill up attach Request for Quotation and submit to the BAC Office office on/before closing date,,Louie O Canlas,01/06/2020
7021202,CITY OF MANILA,"CAN - 2,090 pcs. Diploma with Jacket UDM - PR No. 552",Metro Manila,2020-06-297,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Printing Services,"773,300.00",0 Day/s,,Clark Benzon Lobo Casuco,Active,Order,0,7,02/06/2020,02/06/2020 12:00 AM,09/06/2020 9:00 AM," ARTICLE AND DESCRIPTION											
ITEM	QTY.	UNIT						CEILING 					UNIT PRICE		TOTAL 
								PRICE							
															
				Office: Universidad De Manila				PR No. 552							
				Charge to: Printing and Publication Expenses				OBR No. 100-2005-04110		",,Clark Benzon Lobo Casuco,01/06/2020
7021201,"MUNICIPALITY OF JAGNA, BOHOL",PURCHASE OF COMPUTER SUPPLIES FOR THE SECOND QUARTER 2020,Bohol,20200601-1,Implementing Rules and Regulations,Shopping,Goods,Office Supplies and Devices,"74,771.50",10 Day/s,,Jorge Olaer Madrona,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,05/06/2020 8:00 AM, 1 Lot VARIOUS COMPUTER SUPPLIES,,Jorge Olaer Madrona,01/06/2020
7021200,"BARANGAY SILI, NAGUILIAN, LA UNION",PURCHASE OF KITCHENWARES,La Union,2020-005,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Kitchenware,"10,000.00",3 Day/s,,RENAN MENDOZA CASTRO,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,09/06/2020 12:00 AM, PURCHASE OF KITCHEN WARES,,RENAN MENDOZA CASTRO,01/06/2020
7021198,"MUNICIPALITY OF ARGAO, CEBU","PROCUREMENT OF LABOR, MATERIALS & EQUIPMENT FOR THE CONSTRUCTION OF LEVEL 1 WATERWORKS SYSTEM (DRILLING OF PRODUCTION WELL AS SOURCE) AT CANSUJE, ARGAO, CEBU",Cebu,202006010001,Implementing Rules and Regulations,Public Bidding,Goods,Construction Materials and Supplies,"1,833,092.63",0 Day/s,,Jennifer Sayson Teo,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,22/06/2020 2:00 PM," ITEM:
Preliminaries/General Requirements
1.00  Lot	Mobilization/Demobilization
1.00 	 Lot	Construction of Temporary Facility and Utilities
1.00  Lot	Installation of Project Signboard
1.00   Lot	Occupational Health & Safety
1.00   Lot	Water & Electricity
G",,Jennifer Sayson Teo,01/06/2020
7021197,DEPARTMENT OF PUBLIC WORKS AND HIGHWAYS - PALAWAN 2ND DEO,"20EF0114 Repair/Maintenance of Isumbo Bridge (Partial Deck Slab Replacement) along Puerto Princesa Road, K0131+479 Sofronio Española, Palawan",Palawan,20EF0114,Implementing Rules and Regulations,Public Bidding,Civil Works,Construction Projects,"1,890,700.00",85 Day/s,,Arnel Caparros Portales,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,24/06/2020 10:00 AM," Repair/Maintenance of Isumbo Bridge (Partial Deck Slab Replacement) along Puerto Princesa Road, K0131+479
Sofronio Española, Palawan", The BAC is conducting the public bidding for this contract in accordance with RA 9184 and its Implementing Rules and Regulations (IRR).,Ma. Fe T Cayao,01/06/2020
7021222,"MUNICIPALITY OF PAGBILAO, QUEZON",SUPPLY AND DELIVERY OF IT EQUIPMENT (Office of the Municipal Agriculturist),Quezon,2020 B-05.251,Implementing Rules and Regulations,Public Bidding,Goods,Information Technology,"160,000.00",30 Day/s,,JANE MACATANGAY LUCE,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,22/06/2020 9:00 AM," Republic of the Philippines
Province of Quezon
Municipality of Pagbilao
COMMITTEE ON BIDS AND AWARDS
INVITATION TO BID FOR SUPPLY AND DELIVERY OF IT EQUIPMENT
1.	The Local Government Unit of Pagbilao, through the Approved Budget by the Sanggunian – GOP, G",,JANE MACATANGAY LUCE,01/06/2020
7021196,"CITY OF DUMAGUETE, NEGROS ORIENTAL","7,600 pcs CHB 4"" forn construction of perimeter fence at proposed Barangay Taclobo government center Barangay Taclobo/CEO",Negros Oriental,0020-0114.0698A2020,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Construction Materials and Supplies,"83,600.00",7 Day/s,,Azucena O Gonzales,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,09/06/2020 10:00 AM," 3. 7,600 pcs CHB 4""
Proposed: Construction of perimeter fence at proposed Barangay Taclobo government center Barangay Taclobo/CEO",,Azucena O Gonzales,01/06/2020
7021195,DEPARTMENT OF PUBLIC WORKS AND HIGHWAYS - UPPER KALINGA DEO,"20PK0065 - Capital Outlay - Construction/Rehabilitation of Water Supply/Septage and Sewerage/Rain Water Collector Systems - Rain Water Collectors in Public Facilities - CAR, Various Location (Balbalan",Kalinga,20PK0065,Implementing Rules and Regulations,Public Bidding,Civil Works,Construction Projects,"4,086,775.00",90 Day/s,,Joel Guilao Bucao,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,22/06/2020 2:00 PM," Contract ID: 20PK0065
Contract Name: Capital Outlay - Construction/Rehabilitation of Water Supply/Septage and Sewerage/Rain Water Collector Systems - Rain Water Collectors in Public Facilities - CAR  
Contract Location: Various Location (Balbalan, Lubuaga"," Bidders shall pay the BAC a non-refundable fee of Php5,000.00 for the Bidding Documents, upon securing hard copies of the Documents. Bidders that download the Documents from the DPWH/PhilGEPS website shall pay the fee upon submission of their bids. ",Joel Guilao Bucao,01/06/2020
7021204,NATIONAL POWER CORPORATION - MINDANAO GENERATION,MG-TSE20-030,Lanao Del Norte,MG-TSE20-030,Implementing Rules and Regulations,Shopping,Goods,Chemicals and Chemical Products,"77,300.00",30 Day/s,,"Angel, Jr. S. Ramos",Active,Order,0,1,02/06/2020,02/06/2020 12:00 AM,11/06/2020 9:30 AM, GAS CALIBRATION + 1 other item,,"Angel, Jr. S. Ramos",01/06/2020
7021155,NATIONAL POWER CORPORATION - SPUG VISAYAS,SUPPLY AND DELIVERY OF FILTER FUEL/WATER SEPARATOR & 4 OTHERS INTENDED FOR CAMANDAG DPP,Cebu,S2-CMD20-010,Implementing Rules and Regulations,Shopping,Goods,Power Generation and Distribution Machinery,"91,800.00",30 Day/s,,Editha P. Conejos,Active,Order,0,3,02/06/2020,02/06/2020 12:00 AM,09/06/2020 9:30 AM, PLEASE SEE ATTACHED PURCHASE REQUISITION FOR DETAILS.,,Editha P. Conejos,01/06/2020
7021227,"MUNICIPALITY OF TALUGTUG, NUEVA ECIJA",Supply and Delivery of Materials for PWSS Level 1,Nueva Ecija,2020-06-012- Goods,Implementing Rules and Regulations,Public Bidding,Goods,Construction Materials and Supplies,"249,900.00",10 Day/s,,LEONIDES BERCASIO ESPERON,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,11/06/2020 11:59 PM," The Local Government Unit of Talugtug Nueva Ecija, through the 20% Development Fund CY 2020 intends to apply the sum of Two Hundred Forty Nine Thousand Nine Hundred (Php 249,900.00)  pesos only being the Approved Budget for the Contract (ABC) to payments ", Bring Letter of Intent- 3 Copies,LEONIDES BERCASIO ESPERON,01/06/2020
7021154,NATIONAL POWER CORPORATION - MINDANAO GENERATION,MG-ISD20-020,Lanao Del Norte,MG-ISD20-020,Implementing Rules and Regulations,Shopping,Goods,Electrical Supplies,"70,771.00",30 Day/s,,"Angel, Jr. S. Ramos",Active,Order,0,3,02/06/2020,02/06/2020 12:00 AM,11/06/2020 9:30 AM, CABLE UTP + 1 other item,,"Angel, Jr. S. Ramos",01/06/2020
7021152,VISAYAS STATE UNIVERSITY - MAIN CAMPUS,Rehabilitation and Expansion of NARC Tissue Culture Laboratory,Leyte,INFRA-20-03,Implementing Rules and Regulations,Public Bidding,Civil Works,Construction Projects,"18,038,000.00",240 Day/s,,Toni Marc L Dargantes,Active,Order,0,4,02/06/2020,02/06/2020 12:00 AM,23/06/2020 8:59 AM," I N V I T A T I O N   T O   B I D 
The Visayas State University (VSU) through its Bids and Awards Committee (BAC) invites contractors to bid for the hereunder project:
Name of Project 	:  Rehabilitation and Expansion of NARC Tissue Culture Laboratory     ", Very Important Instruction:,Toni Marc L Dargantes,01/06/2020
7021150,"104TH CONTRACTING OFFICE, AFP PROCUREMENT SERVICE",Procurement of Training Expenses,Misamis Oriental,4ATG-9516,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,General Merchandise,"45,500.00",15 Day/s,,MOISES L PECAYO,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,05/06/2020 1:00 AM, Please submit your quotation based on RFQ terms and condition,,MOISES L PECAYO,01/06/2020
7021413,"MUNICIPALITY OF LA PAZ, AGUSAN DEL SUR",Procurement of Fuel and Oil,Agusan Del Sur,2020svp - 202-456,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Fuels/Fuel Additives & Lubricants & Anti Corrosive,"90,000.00",30 Day/s,,"Teofilo B. Ferolin, Sr.",Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,05/06/2020 10:00 AM, Procurement of Fuel and Oil,,"Teofilo B. Ferolin, Sr.",01/06/2020
7021132,"MUNICIPALITY OF ANGONO, RIZAL",CONSTRUCTION OF NEW ROAD WITH DRAINAGE SYSTEM,Rizal,2020-06-07,Implementing Rules and Regulations,Public Bidding,Civil Works,General Engineering Services,"7,779,918.50",180 Day/s,,NANCY INAMAC UNIDAD,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,22/06/2020 9:00 AM," REPUBLIC OF THE PHILIPPINES
PROVINCE OF RIZAL
MUNICIPALITY OF ANGONO
Invitation to Bid for 
CONSTRUCTION OF NEW ROAD WITH
DRAINAGE SYSTEM
The Municipality of Angono, through the Trust Fund – Local Government Support Fund-Assistance to Municipalities (LGSF",,NANCY INAMAC UNIDAD,01/06/2020
7021173,NATIONAL POWER CORPORATION SPUG-MINDANAO,Supply & Delivery of Battery + 6 Items for Sacol DPP (S3-SCL20-008),Zamboanga Del Sur,S3-SCL20-008,Implementing Rules and Regulations,Shopping,Goods,General Merchandise,"78,000.00",30 Day/s,,YUSOP ARBISON WEE,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,10/06/2020 9:00 AM," Please see attached TOR, Tech. Specs. & RFQ for details"," Delivery Point: SPUG-MOD Warehouse, Zamboanga City",YUSOP ARBISON WEE,01/06/2020
7021130,"MUNICIPALITY OF CULASI, ANTIQUE",Request for Quotation of IT Equipments for Engineering Office,Antique,SHOPPING-2020-012,Implementing Rules and Regulations,Shopping - Ordinary/Regular Office Supplies & Equipment (Sec. 52.1.b),Goods,Information Technology,"70,000.00",10 Day/s,,Marlon Salutan Dubla,Active,Order,0,1,02/06/2020,02/06/2020 12:00 AM,05/06/2020 5:00 PM," 1    	unit	Laptop 13.3"" 
		Specs:
		Core i5 10th Generation
		8GB DDR3
		2GB Gpu MX250 DDR%
		512gb SSD
		with Wifi/Webcam/BT
		
		*Nothing Follows*
	You are hereby invited to quote your price on the articles listed below for delivery if available in your",,Marlon Salutan Dubla,01/06/2020
7021267,"MUNICIPALITY OF SAN FERNANDO, ROMBLON",FOOD PRODUCTION,Romblon,SF-2020-040,Implementing Rules and Regulations,Public Bidding,Goods,General Merchandise,"464,300.00",0 Day/s,,Irene Sy Banzuelo,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,11/06/2020 2:00 PM," LGU SAN FERNANDO
Standard Form Number: SF-GOOD-05
Revised on: July 28, 2004
INVITATION TO APPLY FOR ELIGIBILITY AND TO BID
The LGU-SAN FERNANDO, ROMBLON through its Bids and Awards Committee (BAC), invites suppliers/manufacturers/distributors/contractors ", None,Irene Sy Banzuelo,01/06/2020
7021129,"CITY OF DUMAGUETE, NEGROS ORIENTAL",Rebidding:118 lgths Louver Blade (steel louvers) 8’ and other items for 1st Revision-Continuance construction of Multi-purpose Hall and Evacuation Center at Banilad.,Negros Oriental,0020-0073.0452-2020,Implementing Rules and Regulations,Public Bidding,Goods,Construction Materials and Supplies,"19,234.00",10 Day/s,,Azucena O Gonzales,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,09/06/2020 10:00 AM," Republic of the Philippines
         City of Dumaguete
Bids and Awards Committee
INVITATION TO BID FOR PURCHASE REQUEST OF 118 LGTHS LOUVER BLADE (STEEL LOUVERS) 8’ AND OTHER ITEMS
	The City of Dumaguete thru its BIDS AND AWARDS COMMITTEE (BAC), invites a",,Azucena O Gonzales,01/06/2020
7021148,NATIONAL POWER CORPORATION SPUG-MINDANAO,Supply & Delivery of Various Materials for Preventive Maintenance Schedule for Balimbing DPP Under PR#s (S3-BAD20-006 & S3-BAD20-007) (S3-SPUGWM20-001),Tawi-Tawi,S3-SPUGWM20-001,Implementing Rules and Regulations,Shopping,Goods,General Merchandise,"190,000.00",30 Day/s,,YUSOP ARBISON WEE,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,10/06/2020 9:00 AM," Please see attached TOR, Tech. Specs. & RFQ for details"," Delivery Point: Plantsite / BALIMBING DPP, Tawi-Tawi",YUSOP ARBISON WEE,01/06/2020
7021151,DEPARTMENT OF PUBLIC WORKS AND HIGHWAYS - PAMPANGA 1ST DEO,"20CG0123 (r) - Network Development Program Construction of By-Pass and Diversion Roads Sta. Ana-Arayat Bypass Road, Package 2, Pampanga",Pampanga,20CG0123 (r),Implementing Rules and Regulations,Public Bidding,Civil Works,Construction Projects,"72,200,000.00",180 Day/s,,NEOPOLO JR. LACSON MANALOTO,Active,Order,0,1,02/06/2020,02/06/2020 12:00 AM,23/06/2020 10:00 AM," RE-INVITATION TO BID
The Department of Public Works and Highways - Pampanga 1st District Engineering Office, through its Bids and Awards Committee (BAC), invites contractors to submit bids for the following Contract:
1.	 Procurement ID/Contract ID	:	20CG0",,Christian Ian Caligagan Villarin,01/06/2020
7021131,"CITY OF VALENCIA, BUKIDNON","CMO- MEALS & SNACKS FOR THE CITY MAYOR'S SUPPORT TO LGU, BRGY. & DIFFERENT MEETINGS/ACTIVITIES FOR THE 3RD QUARTER 2020",Bukidnon,20-282,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Catering Services,"603,000.00",5 Day/s,,Josafat Lindong Caipang,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,05/06/2020 1:00 PM," REQUEST FOR PRICE QUOTATION
Please quote your lowest price on the item/s listed below, subject to the General Conditions and stating the shortest time of delivery and submit  your  PRICE  QUOTATION duly  signed  by  your representative not later than two ",,Josafat Lindong Caipang,01/06/2020
7021125,"MUNICIPALITY OF TAYTAY, PALAWAN",VEHICLE REPAIR AND MAINTENANCE,Palawan,PB-0320-15,Implementing Rules and Regulations,Public Bidding,Goods,Vehicle Repair and Maintenance,"298,000.00",1 Month/s,,Jocelyn M Romero,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,09/06/2020 9:00 AM," Republic of the Philippines
Municipality of Taytay
Taytay, Palawan
NOTICE TO BIDDERS
Item # Qty Unit Description Amount
1. 1 Pc Truck Tire Changer
-Power -220V / 380V / 1Hp / 50H2 - 60H2
-Rim Diameter - 14 in - 26 in
-Maximum Wheel Weight - 500 kgs
-Maxim", For More Info. Please Contact:,Jocelyn M Romero,01/06/2020
7021110,NATIONAL IRRIGATION ADMINISTRATION REGION 7,SUPPLY AND INSTALLATION OF SOLAR POWER INVERTER FOR NIA - CEBU IMO OFFICE BUILDING RENOVATION,Cebu,BCSIMOCO-GOODS-21-2K20,Implementing Rules and Regulations,Public Bidding,Goods,Agricultural Machinery and Equipment,"1,460,000.00",90 Day/s,,Wilson Merle Lopez,Active,Order,0,1,02/06/2020,02/06/2020 12:00 AM,23/06/2020 10:00 AM," Location: Banilad, Cebu City, Cebu
Contract No.: BCSIMOCO-GOODS-21-2K20
Approved Budget for the Contract: One Million Four Hundred Sixty Thousand Pesos (P 1,460,000.00)
Fund Source: Capital Outlay 2019"," 2. The National Irrigation Administration (NIA), Regional Irrigation Office No.7 now invites bids for Supply and Installation of Solar Power Inverter. Completion of the Works is required 90 calendar days. Bidders should have completed a contract similar to the project. The description of an eligible bidder is contained in the Bidding Documents, particularly, in Section II. Instruction to Bidders.",Wilson Merle Lopez,01/06/2020
